language_group,source_file,docid,title,country,incomegroup,year,link,rag_complete,bb_info,bb_info_conf,bb_info_evidence,bb_info_stage,bb_structped,bb_structped_conf,bb_structped_evidence,bb_structped_stage,bb_targeted,bb_targeted_conf,bb_targeted_evidence,bb_targeted_stage,bb_parentstim,bb_parentstim_conf,bb_parentstim_evidence,bb_parentstim_stage,bb_preprimary,bb_preprimary_conf,bb_preprimary_evidence,bb_preprimary_stage,bb_travel,bb_travel_conf,bb_travel_evidence,bb_travel_stage,bb_merit,bb_merit_conf,bb_merit_evidence,bb_merit_stage,bb_deworm,bb_deworm_conf,bb_deworm_evidence,bb_deworm_stage
English,nep_counted_llm_rag_full.dta,97.0,School sector technical climate action roadmap 2023 to 2030: Making the transition to net zero in our schools,Ireland,High income,2023,http://planipolis.iiep.unesco.org/en/2024/school-sector-technical-climate-action-roadmap-2023-2030-making-transition-net-zero-our,1,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,1,0.9,help support access to local school provision thus minimizing journey times,verify,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,10.0,Data Strategy 2024-27,Ireland,High income,2024,http://planipolis.iiep.unesco.org/en/2024/data-strategy-2024-27,1,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,369.0,"Ireland’s Literacy, Numeracy and Digital Literacy Strategy 2024-­2033: Every learner from birth to young adulthood",Ireland,High income,2024,http://planipolis.iiep.unesco.org/en/2024/irelands-literacy-numeracy-and-digital-literacy-strategy-2024-2033-every-learner-birth-young,1,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,0,0.4,parenting information resources have been consolidated on a new supporting parents website to promote healthy behaviours facilitate positive play based early learning,verify,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,140.0,"Ireland’s Literacy, Numeracy and Digital Literacy Strategy 2024-­2033: Every learner from birth to young adulthood. Implementation plan to 2028",Ireland,High income,2024,http://planipolis.iiep.unesco.org/en/2024/irelands-literacy-numeracy-and-digital-literacy-strategy-2024-2033-every-learner-birth-young-0,1,0,0.9,,triage,0,0.9,,triage,0,0.2,,verify,0,0.9,,triage,1,0.9,provide professional learning and de dcediy oide ncca ongoing facilitate communities of professional ncse esci practice and collaborative learning to better start further enhance the pedagogical cccs knowledge subject knowledge and skills of early years educators,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,37.0,Programma Operativo Nazionale per la scuola: competenze e ambienti per l’apprendimento. Programmazione 2014-2020 (FSE-FESR),Italy,High income,2014,http://planipolis.iiep.unesco.org/en/2014/programma-operativo-nazionale-la-scuola-competenze-e-ambienti-l%E2%80%99apprendimento-programmazione,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,78.0,Corporate plan 2003-2006 (version 2003.4),Jamaica,Upper middle income,2003,http://planipolis.iiep.unesco.org/en/2003/corporate-plan-2003-2006-version-20034-3706,1,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,provisions have been made to assist needy students through student loans bursaries scholarships,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,192.0,Draft Master Implementation Plan for E-Powering Jamaica 2012: National ICT Strategy 2007 - 2012,Jamaica,Upper middle income,2009,http://planipolis.iiep.unesco.org/en/2009/draft-master-implementation-plan-e-powering-jamaica-2012-national-ict-strategy-2007-2012-4800,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,95.0,Vision 2030 Jamaica: National development plan: Education draft sector plan plan: final draft,Jamaica,Upper middle income,2009,http://planipolis.iiep.unesco.org/en/2009/vision-2030-jamaica-national-development-plan-education-draft-sector-plan-plan-final-draft-5183,1,0,0.9,,triage,1,0.95,train teachers in the use of best practices in reading instructions • develop diagnostic tools to provide teachers with data for use in the development of reading intervention programmes to meet the needs of their students and assess reading achievement • produce and or purchase for project schools teaching and learning materials that are appropriate and culturally sensitive • design develop implement and evaluate special interventions to improve reading in project schools,verify,0,0.9,,triage,0,0.8,,triage,1,1.0,enhancement of basic schools project 2002 2006 subsequently extended to 2008 the project involves aspects such as • the development of model learning environment,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,234.0,Vision 2030 Jamaica: National development plan: Training and workforce development sector plan,Jamaica,Upper middle income,2009,http://planipolis.iiep.unesco.org/en/2009/vision-2030-jamaica-national-development-plan-training-and-workforce-development-sector-plan,1,0,0.9,,triage,0,0.9,,triage,0,0.8,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.8,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,70.0,Vision 2030 Jamaica: information and communications technology ICT: sector plan 2009-2030: final draft,Jamaica,Upper middle income,2009,http://planipolis.iiep.unesco.org/en/2009/vision-2030-jamaica-information-and-communications-technology-ict-sector-plan-2009-2030-final,1,0,0.9,,triage,0,0.8,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,402.0,National education strategic plan: 2011-2020,Jamaica,Upper middle income,2012,http://planipolis.iiep.unesco.org/en/2012/national-education-strategic-plan-2011-2020-5530,1,0,0.9,,triage,0,0.8,,triage,0,0.9,,triage,0,1.0,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,415.0,National education strategic plan: 2011-2020,Jamaica,Upper middle income,2012,http://planipolis.iiep.unesco.org/en/2012/national-education-strategic-plan-2011-2020-7266,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,69.0,National university reform plan (summary),Japan,High income,2016,http://planipolis.iiep.unesco.org/en/2016/national-university-reform-plan-summary-6124,1,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.95,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,307.0,The National Employement-TVET Strategy 2014-2020,Jordan,Lower middle income,2014,http://planipolis.iiep.unesco.org/en/2014/national-employement-tvet-strategy-2014-2020-6176,1,1,0.9,require training providers to prepare and distribute to potential students prior to enrolment up to date evidence based information on the duties and tasks typical conditions of work,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,429.0,Education strategic plan 2018-2022,Jordan,Lower middle income,2018,http://planipolis.iiep.unesco.org/en/2018/education-strategic-plan-2018-2022-6461,1,1,0.95,the managing directorate of vocational education aims to conduct studies on employment rates and wages of graduates of the various ve branches so that students parents and counselors are provided with the results of those studies including information about specializations that are in high demand by the labor market,verify,0,0.9,,triage,1,0.9,these children would join an intensive compensation program of one or two years depending on the need of each student individually,verify,0,0.2,number of caregivers participating in parental 40 000 90 000 at home and in the awareness programs,verify,1,1.0,adopt a quality assurance framework for kindergartens by the end of 2022 • adopt standards for the excellence and creativity of kindergartens,verify,0,0.5,the ministry began to redistribute the school map and adopted a policy of establishing more central schools consider ing students’ transportation and special conditions of the areas,verify,0,0.0,,verify_evidence_fail,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,433.0,The 10-Year strategy for inclusive education,Jordan,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/10-year-strategy-inclusive-education-7198,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,it emphasizes the importance of inclusive education for children at the early childhood stage it also stresses the need to formulate policies and design educational practices that support high quality inclusive education applications in a wide range of early childhood programs and environments,verify,1,0.9,ensure that children with disabilities have easy access to schools through the provision of low cost and well prepared school transportation methods,verify,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,68.0,State-run program of education development in Kazakhstan for 2005-2010,Kazakhstan,Upper middle income,2004,http://planipolis.iiep.unesco.org/en/2004/state-run-program-education-development-kazakhstan-2005-2010-3702,1,0,0.9,,triage,0,0.9,,triage,0,0.2,changing principles of organizing instruction and role of student from passive “recipient” of knowledge and skills to actively cognizing participant of educational process,verify,0,1.0,,triage,1,0.95,pre school education not only as preparation of children to school but also as a social institute,verify,0,0.9,,triage,1,1.0,presidential program “bolashak” has been implemented over 400 scholarship holders have successfully completed education abroad,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,268.0,State Program Of Education Development in the Republic of Kazakhstan for 2011-2020,Kazakhstan,Upper middle income,2012,http://planipolis.iiep.unesco.org/en/2012/state-program-education-development-republic-kazakhstan-2011-2020-5506,1,0,0.9,,triage,0,0.9,,triage,0,0.2,the students of ungraded schools study for 10 days three times a year in the supporting school,verify,0,0.9,,triage,1,0.95,renewal of preschool education and upbringing content 3 training highly qualified staff for preschool education and upbringing institutions target indicator coverage of children with high quality preschool education and upbringing at the age of 3 6,verify,1,0.97,share of school students provided 63 80 100 local executive with school bus transportation from bodies ministry of education and home to school and back,verify,1,0.95,social partners will allocate grants and scholarships 5 grants scholarships per each project of the state program of forced industrial innovative development for training the staff,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,279.0,Early childhood development service standard guidelines for Kenya 2006,Kenya,Lower middle income,2006,http://planipolis.iiep.unesco.org/en/2006/early-childhood-development-service-standard-guidelines-kenya-2006,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,ensuring provision of quality and standards in the ecd programmes,verify,0,0.8,,triage,0,1.0,,triage,0,0.0,,verify_evidence_fail
English,nep_counted_llm_rag_full.dta,238.0,Strategic plan 2008-2012,Kenya,Lower middle income,2008,http://planipolis.iiep.unesco.org/en/2008/strategic-plan-2008-2012-5193,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,1,0.95,i expanding de worming programs in the schools,verify
English,nep_counted_llm_rag_full.dta,147.0,Kenya Vision 2030 Medium Term Plan II: Education and Training 2013-2018: towards a globally competitive and prosperous Kenya,Kenya,Lower middle income,2013,http://planipolis.iiep.unesco.org/en/2013/kenya-vision-2030-medium-term-plan-ii-education-and-training-2013-2018-towards-globally,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.7,at the pre primary level the government will implement the following policy implement free and compulsory pre primary education for all 4 to 5 year olds in kenya,verify,0,0.9,,triage,0,0.4,the sector will rationalize award of bursaries to pupils and students to study at the various levels of education,verify,0,0.0,,verify_evidence_fail
English,nep_counted_llm_rag_full.dta,302.0,National education sector plan. Vol.1: Basic education programme rationale and approach 2013-2018. Vol.2: Operational plan,Kenya,Lower middle income,2015,http://planipolis.iiep.unesco.org/en/2015/national-education-sector-plan-vol1-basic-education-programme-rationale-and-approach-2013-2018,1,0,0.9,,triage,1,0.95,the initiative implemented as a pilot in 2012 provides pupils with reading and mathematics books teachers are also trained ongoing support and lesson 82 plans,verify,0,0.9,,triage,1,0.9,provide parental education programmes on early stimulation for 0 3 20 year old children,verify,0,0.8,enrolment rates in pre primary education have increased but the focus of care and teaching at this level needs to improve,verify,0,0.9,,triage,1,0.95,awarding academic excellence scholarships to top needy boys and girls who excel in kcpe and are admitted to national schools,verify,1,1.0,provide and or support provision of targeted school based health services de worming micronutrient supplementation immunization trachoma treatment and prevention,verify
English,nep_counted_llm_rag_full.dta,464.0,National education sector plan. Vol.1: Basic education programme rationale and approach 2013-2018. Vol.2: Operational plan,Kenya,Lower middle income,2015,http://planipolis.iiep.unesco.org/en/2015/national-education-sector-plan-vol1-basic-education-programme-rationale-and-approach-2013-2018,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.5,2 3 bursaries grants and scholarships 2 3 1 efficient and effective targeting goal equitable access to secondary education through targeted support,verify,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,371.0,Education sector report 2017/18-2019/20,Kenya,Lower middle income,2016,http://planipolis.iiep.unesco.org/en/2016/education-sector-report-201718-201920-6713,1,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,the department further awarded 63 german academic exchange service daad phd scholarships in specialized areas in science and technology development,verify,1,0.95,under the school based de worming programme 6 million school going children were de wormed in 2015 2016,verify
English,nep_counted_llm_rag_full.dta,15.0,National school meals and nutrition strategy 2017-2022,Kenya,Lower middle income,2017,http://planipolis.iiep.unesco.org/en/2017/national-school-meals-and-nutrition-strategy-2017-2022-6521,1,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail
English,nep_counted_llm_rag_full.dta,483.0,Strategic plan 2018-2023 (Kenya National Qualifications Authority),Kenya,Lower middle income,2018,http://planipolis.iiep.unesco.org/en/2018/strategic-plan-2018-2023-kenya-national-qualifications-authority-6760,1,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,519.0,National education sector strategic plan for the period 2018 - 2022,Kenya,Lower middle income,2019,http://planipolis.iiep.unesco.org/en/2019/national-education-sector-strategic-plan-period-2018-2022-6807,1,0,0.9,,triage,0,0.9,,triage,0,0.4,adult and continuing education applies a different approach from the regular formal curriculum the needs of adult learners are unique and different from those of children,verify,1,0.9,increase the frequency and quality of stimulation and opportunities for learning at home starting from birth to improve language and monitor development,verify,1,1.0,finalise the development of the competence based curriculum for pre primary education and implementation framework ● train pre primary school teachers,verify,0,0.7,factors contributing to low access among these children and thus increasing disparities are poverty direct costs uniforms transport among others,verify,0,0.6,provide scholarships to students undertaking in studies in programmes related to the government’s key priority areas,verify,1,0.9,the school based deworming and the facility level deworming effort targets children from age 2 to 14,verify
English,nep_counted_llm_rag_full.dta,399.0,Strategic plan 2018-2023 (Technical and Vocational Education and Training Authority),Kenya,Lower middle income,2019,http://planipolis.iiep.unesco.org/en/2019/strategic-plan-2018-2023-technical-and-vocational-education-and-training-authority-6761,1,0,0.95,,triage,0,0.9,,triage,0,0.95,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,27.0,Kenya Basic Education COVID-19 emergency response Plan,Kenya,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/kenya-basic-education-covid-19-emergency-response-plan-6909,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.4,examples of age appropriate education may include as follows e pre primary early learning simple quiz of good health behaviors handwashing and use of _ sanitizer while singing songs creating own songs for handwashing use of puppets and dolls for demonstrating the sickness,verify,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,524.0,Kenya Basic Education COVID-19 emergency response Plan,Kenya,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/kenya-basic-education-covid-19-emergency-response-plan-6909,1,0,0.9,,triage,0,0.3,production of learning materials school maintenance and improvement provide psychosocial support to learners teachers and education officials,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.2,provision of scholarships for both boys and girls,verify,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,504.0,Strategic plan 2023-2027,Kenya,Lower middle income,2023,http://planipolis.iiep.unesco.org/en/2023/strategic-plan-2023-2027-0,1,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,496.0,National education sector strategic plan 2023-2027,Kenya,Lower middle income,2024,http://planipolis.iiep.unesco.org/en/2024/national-education-sector-strategic-plan-2023-2027,1,0,0.9,,triage,0,1.0,,triage,0,0.8,,triage,0,0.9,,triage,1,0.95,curriculum support materials csm in all the learning areas for regular learners the same were disseminated and orientation for teachers and ecd educators was done,verify,0,0.9,,triage,1,1.0,provide scholarship talented learners number of for talented provided with talented learners 7500 1500 1500 1500 1500 1500,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,473.0,Education Sector Strategic Plan 2012-2015 (ESSP),Kiribati,Lower middle income,2011,http://planipolis.iiep.unesco.org/en/2011/education-sector-strategic-plan-2012-2015-essp-5859,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.3,the ministry will also give priority to providing training and professional development to ecce teachers in line with the ecce policy endorsed by government in 2009,verify,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,510.0,Education sector contingency plan for Covid-19 in Kiribati,Kiribati,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/education-sector-contingency-plan-covid-19-kiribati-7054,1,0,1.0,,triage,1,0.95,standard template for radio and video lesson plans actors to be engaged in development process and to convey lessons by subject by grade,verify,0,0.9,,triage,1,0.98,a handbook of practical activities on early stimulation based on the new curriculum and parenting manual which parents can implement with ecce age children,verify,1,0.9,a handbook of practical activities on early stimulation based on the new curriculum and parenting manual which parents can implement with ecce age children,verify,1,0.95,they will be supported to pay for transportation so they can resume studying at sss once schools reopen,verify,0,0.3,output 2 4 secondary students repatriated to their home island number of sss students repatriated sss scholarship unit 0 tba moe report output 2 5 support provided to overseas students to cover health expenses number of overseas students who sss scholarship unit 0 tba moe report received extra allowances to cover ppe and health expenses,verify,0,0.95,,triage
English,nep_counted_llm_rag_full.dta,485.0,Kiribati education sector strategic plan 2020-2023,Kiribati,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/kiribati-education-sector-strategic-plan-2020-2023,1,0,0.9,,triage,0,0.9,,triage,0,0.7,develop remedial interventions based on assessment results esp to promote literacy and numeracy in lower grades,verify,0,0.9,,triage,1,0.95,completion and endorsement of ecce kiribati quality standards kqs r drafting ecce regulations r drafting of ecce curriculum framework,verify,1,0.95,transport such as a truck is provided on a daily basis for students to attend primary and junior secondary schools and boarding facilities are arranged,verify,1,0.9,post tertiary education secondary scholarships are siu sss increased increased increased increased supported by recurrent targeted to high demand admin scholarship awards scholarship awards scholarship awards scholarship awards scholarships,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,425.0,Pacific Regional Education Framework (PacREF) 2018-2030: Moving towards Education 2030,Kiribati Marshall Islands Micronesia Samoa Solomon Islands Tonga Tuvalu Vanuatu,,2020,http://planipolis.iiep.unesco.org/en/2020/pacific-regional-education-framework-pacref-2018-2030-moving-towards-education-2030-7053,1,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,267.0,Second national lifelong learning promotion plan (2008-2012),Korea R,High income,2008,http://planipolis.iiep.unesco.org/en/2008/second-national-lifelong-learning-promotion-plan-2008-2012-4509,1,0,0.9,,triage,0,0.9,,triage,1,0.95,the ministry has placed focus on developing accurately tailored lll programs that take into consideration the factors of learner motivation the will to learn level of basic academic capacity etc different types of lifelong learning employment and welfare programs will be provided to different need groups largely divided into four <targeted lll programs according to different academic capacity levels and learner motivation>,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,467.0,Educational response to COVID-19 in Republic of Korea: challenges to the continuity of learning,Korea R,High income,2021,http://planipolis.iiep.unesco.org/en/2021/educational-response-covid-19-republic-korea-challenges-continuity-learning-7197,1,0,0.9,,triage,0,0.5,"""public learning management systems lms were reopening established to allow the participation of all primary and secondary school students learning content have access to abundant online teaching materials""",verify,0,0.15,,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,382.0,Education Development Strategy of the Kyrgyz Republic (2007-2010),Kyrgyzstan,Lower middle income,2006,http://planipolis.iiep.unesco.org/en/2006/education-development-strategy-kyrgyz-republic-2007-2010-4144,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,the project also has trained 16 000 parents on child care and will training 15 000 more parents,verify,1,0.95,recognizing need for expanding and qualitatively upgrading preschool programs the ministry of education adopted the preschool education concept in 2005 and submitted the new preschool standards in 2006,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,61.0,Action plan 2012-2014 for the implementation of the Education Development Strategy of the Kyrgyz Republic (2012 - 2020),Kyrgyzstan,Lower middle income,2014,http://planipolis.iiep.unesco.org/en/2014/action-plan-2012-2014-implementation-education-development-strategy-kyrgyz-republic-2012-2020,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,0.0,,verify_evidence_fail,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,340.0,Education Development Strategy of the Kyrgyz Republic (2012-2020),Kyrgyzstan,Lower middle income,2014,http://planipolis.iiep.unesco.org/en/2014/education-development-strategy-kyrgyz-republic-2012-2020-6620,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.2,major awareness raising events were conducted in order to inform population and parents about the significance of early development of children,verify,1,0.85,pre and in service training and retraining of personnel for implementation of programmes of pre school education and school preparation,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,240.0,The Education strategic vision up to the year 2020,Lao People's Democratic Republic,Lower middle income,2000,http://planipolis.iiep.unesco.org/en/2000/education-strategic-vision-year-2020,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,1,1.0,allocation of scholarships based on equity and merit,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,359.0,Master plan development of TVET from 2008 until 2015,Lao People's Democratic Republic,Lower middle income,2008,http://planipolis.iiep.unesco.org/en/2008/master-plan-development-tvet-2008-until-2015-5162,1,0,0.9,,triage,0,0.9,,triage,0,0.3,courses can include short remedial courses for those with a low level of basic education long courses,verify,0,0.9,,triage,0,0.9,,triage,0,0.8,,triage,0,0.9,,triage,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,471.0,Education Sector Development Plan 2011-2015 ESDP,Lao People's Democratic Republic,Lower middle income,2011,http://planipolis.iiep.unesco.org/en/2011/education-sector-development-plan-2011-2015-esdp-6203,1,0,0.9,,triage,0,0.9,,triage,0,0.1,,verify,0,0.9,,triage,1,0.9,the policy framework has been strengthened through the adoption of the schools of quality implementation guidelines which promote a holistic approach to school quality improvement that is inclusive of all children,verify,0,0.9,,triage,0,0.2,,verify,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,255.0,National strategy and plan of action on inclusive education 2011-2015,Lao People's Democratic Republic,Lower middle income,2011,http://planipolis.iiep.unesco.org/en/2011/national-strategy-and-plan-action-inclusive-education-2011-2015-5879,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,1,0.9,provide quotas scholarships and other 2011 2015 1 1 access reduce cost barriers dof dop iec concerned line 1 648 033 380 445 2 028 478 necessary support to women ethnic,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,423.0,Education Sector Development Plan - ESDP 2016- 2020: Mid-Term Review Report,Lao People's Democratic Republic,Lower middle income,2018,http://planipolis.iiep.unesco.org/en/2018/education-sector-development-plan-esdp-2016-2020-mid-term-review-report-6840,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.25,community child development group caregiver training school feeding and community awareness campaigns have been developed,verify,0,0.0,,verify_evidence_fail,1,1.0,mobilizing the community to provide shared transport and protection during travel to school,verify,1,0.95,a committee usually comprising pess local authority representatives and school principals select the students based broadly on poverty merit,verify,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,422.0,Education and Sports Sector Performance Annual Report 2018-2019 and Development Plan for 2019-2020,Lao People's Democratic Republic,Lower middle income,2019,http://planipolis.iiep.unesco.org/en/2019/education-and-sports-sector-performance-annual-report-2018-2019-and-development-plan-2019-2020,1,0,0.9,,triage,0,0.9,,triage,0,0.5,pess in collaboration with desb and school directors conduct remedial classes for weak students who could not pass the exams so that they can be promoted,verify,0,0.9,,triage,1,0.95,the quality of childcare teaching and learning at kindergarten level have improved satisfactorily some teachers have received training,verify,0,1.0,,triage,1,0.95,moes still provides scholarships to talented and marginalized students by 20 share of the total enrollment,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,154.0,Education and sports sector development plan 2021-2025,Lao People's Democratic Republic,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/education-and-sports-sector-development-plan-2021-2025-7023,1,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.6,support integration of parenting education activities into ece to promote holistic child development and increased parental engagement,verify,1,0.99,prioritised and targeted expansion of the one year pre primary program subject to quality improvements to provide more access in remote and more disadvantaged areas,verify,1,0.95,students drop out for a number of reasons including poverty distance to school,verify,1,0.95,develop a manual on scholarship provision formula for natural sciences • conduct a meeting on scholarship rates between natural sciences and other students,verify,0,1.0,,triage
English,nep_counted_llm_rag_full.dta,522.0,Lao PDR education Covid-19 response plan,Lao People's Democratic Republic,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/lao-pdr-education-covid-19-response-plan-6963,1,0,0.2,continue to share key information and messages on prevention of covid 19 spread via the education network,verify,0,0.5,accompanied by support to teachers and parents caregivers so they can facilitate learning at home,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,525.0,Lao PDR education COVID-19 response plan,Lao People's Democratic Republic,Lower middle income,2021,http://planipolis.iiep.unesco.org/en/2021/lao-pdr-education-covid-19-response-plan-7201,1,0,0.2,engage parents guardians to support home based learning with the support of development partners activities can be developed including routines and learning games,verify,1,0.9,videos on teacher professional development and curriculum based teaching resources ✓ teacher guides based on the curriculum for primary teachers,verify,0,0.9,,triage,0,0.9,,triage,1,0.9,videos for teachers on the pre primary curriculum under development ✓ e courses for blended learning on school development planning and using the moes fundamental quality standards for pre primary classes,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
English,nep_counted_llm_rag_full.dta,137.0,Teaching and learning in the digital age: Lebanon's national educational technology strategic plan,Lebanon,Lower middle income,2012,http://planipolis.iiep.unesco.org/en/2012/teaching-and-learning-digital-age-lebanons-national-educational-technology-strategic-plan-5922,1,0,0.9,,triage,1,0.95,teachers collaboratively plan develop or improve a lesson field test the lesson in a classroom observe it make changes and collect data,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,0.2,digital badges digital badges are merit like qualifications in the form of official recognition certifying that students have successfully completed a,verify,0,1.0,,triage
